,Age,Count,Gender
0,100+,270118,Female
1,100+,-89353,Male
2,99,845269,Female
3,99,-398176,Male
4,94,1485372,Female
5,94,-915254,Male
6,89,1834779,Female
7,89,-1331725,Male
8,84,1876259,Female
9,84,-1467203,Male
10,79,1855053,Female
11,79,-1499947,Male
12,74,1881640,Female
13,74,-1564191,Male
14,69,1900788,Female
15,69,-1616717,Male
16,64,1914685,Female
17,64,-1650274,Male
18,59,1900310,Female
19,59,-1652255,Male
20,54,1846272,Female
21,54,-1604251,Male
22,49,1790813,Female
23,49,-1549776,Male
24,44,1747381,Female
25,44,-1501153,Male
26,39,1678859,Female
27,39,-1444922,Male
28,34,1555710,Female
29,34,-1351606,Male
30,29,1406216,Female
31,29,-1285634,Male
32,24,1398768,Female
33,24,-1403030,Male
34,19,1469919,Female
35,19,-1555220,Male
36,14,1441522,Female
37,14,-1514987,Male
38,9,1347948,Female
39,9,-1408088,Male
40,4,1272113,Female
41,4,-1328105,Male
