,Age,Count,Gender
0,100+,355,Female
1,100+,-71,Male
2,99,5459,Female
3,99,-1399,Male
4,94,39407,Female
5,94,-13837,Male
6,89,164807,Female
7,89,-73887,Male
8,84,407204,Female
9,84,-211128,Male
10,79,688763,Female
11,79,-382235,Male
12,74,929427,Female
13,74,-568839,Male
14,69,1120499,Female
15,69,-720630,Male
16,64,1306835,Female
17,64,-1052678,Male
18,59,1446681,Female
19,59,-1346886,Male
20,54,1495597,Female
21,54,-1435543,Male
22,49,1442955,Female
23,49,-1399944,Male
24,44,993138,Female
25,44,-984554,Male
26,39,1647875,Female
27,39,-1654322,Male
28,34,1608321,Female
29,34,-1661124,Male
30,29,1564771,Female
31,29,-1635507,Male
32,24,1409812,Female
33,24,-1480957,Male
34,19,1360874,Female
35,19,-1422525,Male
36,14,1977657,Female
37,14,-2053742,Male
38,9,1962055,Female
39,9,-2032683,Male
40,4,1939573,Female
41,4,-2015007,Male
