,Age,Count,Gender
0,100+,92330,Female
1,100+,-28550,Male
2,99,422215,Female
3,99,-185833,Male
4,94,1005402,Female
5,94,-590670,Male
6,89,1493427,Female
7,89,-1069107,Male
8,84,1811317,Female
9,84,-1461098,Male
10,79,1825622,Female
11,79,-1556474,Male
12,74,1994950,Female
13,74,-1730359,Male
14,69,2048824,Female
15,69,-1815356,Male
16,64,2018169,Female
17,64,-1823606,Male
18,59,2056804,Female
19,59,-1854569,Male
20,54,2076065,Female
21,54,-1840636,Male
22,49,2110281,Female
23,49,-1866194,Male
24,44,2108683,Female
25,44,-1869318,Male
26,39,1936770,Female
27,39,-1709072,Male
28,34,1730686,Female
29,34,-1526919,Male
30,29,1596705,Female
31,29,-1481925,Male
32,24,1626403,Female
33,24,-1640409,Male
34,19,1734677,Female
35,19,-1833035,Male
36,14,1722803,Female
37,14,-1810533,Male
38,9,1599329,Female
39,9,-1672512,Male
40,4,1480371,Female
41,4,-1547031,Male
