,Age,Count,Gender
0,100+,779,Female
1,100+,-161,Male
2,99,10629,Female
3,99,-2799,Male
4,94,67542,Female
5,94,-21966,Male
6,89,235160,Female
7,89,-89053,Male
8,84,506811,Female
9,84,-225753,Male
10,79,804656,Female
11,79,-402518,Male
12,74,1093370,Female
13,74,-713414,Male
14,69,1314041,Female
15,69,-1041598,Male
16,64,1415593,Female
17,64,-1226193,Male
18,59,1407730,Female
19,59,-1285680,Male
20,54,992919,Female
21,54,-946167,Male
22,49,1663242,Female
23,49,-1632907,Male
24,44,1656044,Female
25,44,-1695470,Male
26,39,1627196,Female
27,39,-1701091,Male
28,34,1481152,Female
29,34,-1575781,Male
30,29,1427465,Female
31,29,-1534741,Male
32,24,2043877,Female
33,24,-2138680,Male
34,19,2041020,Female
35,19,-2097153,Male
36,14,2019355,Female
37,14,-2097266,Male
38,9,2049744,Female
39,9,-2135049,Male
40,4,2005700,Female
41,4,-2096110,Male
