,Age,Count,Gender
0,100+,165567,Female
1,100+,-56333,Male
2,99,634010,Female
3,99,-300865,Male
4,94,1261948,Female
5,94,-775875,Male
6,89,1634577,Female
7,89,-1188970,Male
8,84,1860712,Female
9,84,-1463043,Male
10,79,1969303,Female
11,79,-1591864,Male
12,74,2043053,Female
13,74,-1695305,Male
14,69,2071605,Female
15,69,-1770183,Male
16,64,1984444,Female
17,64,-1710965,Male
18,59,1901725,Female
19,59,-1643663,Male
20,54,1900982,Female
21,54,-1656132,Male
22,49,1912673,Female
23,49,-1673870,Male
24,44,1907482,Female
25,44,-1666791,Male
26,39,1835602,Female
27,39,-1607827,Male
28,34,1667097,Female
29,34,-1467387,Male
30,29,1476641,Female
31,29,-1358892,Male
32,24,1463310,Female
33,24,-1470279,Male
34,19,1562381,Female
35,19,-1652382,Male
36,14,1557901,Female
37,14,-1637358,Male
38,9,1469136,Female
39,9,-1535823,Male
40,4,1378104,Female
41,4,-1439717,Male
