,Age,Count,Gender
0,100+,5016,Female
1,100+,-630,Male
2,99,47270,Female
3,99,-9295,Male
4,94,216419,Female
5,94,-64209,Male
6,89,537139,Female
7,89,-217136,Male
8,84,838432,Female
9,84,-442922,Male
10,79,742056,Female
11,79,-487806,Male
12,74,1401243,Female
13,74,-1043779,Male
14,69,1477252,Female
15,69,-1228501,Male
16,64,1518190,Female
17,64,-1371085,Male
18,59,1427125,Female
19,59,-1373928,Male
20,54,1420101,Female
21,54,-1431325,Male
22,49,2067814,Female
23,49,-2091053,Male
24,44,2124495,Female
25,44,-2109478,Male
26,39,2127762,Female
27,39,-2088613,Male
28,34,2144849,Female
29,34,-2115130,Male
30,29,2069496,Female
31,29,-2064032,Male
32,24,2077288,Female
33,24,-2118367,Male
34,19,1859855,Female
35,19,-1934891,Male
36,14,1881356,Female
37,14,-1971758,Male
38,9,1829704,Female
39,9,-1915851,Male
40,4,1721678,Female
41,4,-1806013,Male
