Age,M,F
0-4,1058777,1000285
5-9,1292349,1225559
10-14,1616193,1539667
15-19,1702124,1623056
20-24,1648994,1585255
25-29,1560343,1525415
30-34,1414252,1402612
35-39,1243185,1237661
40-44,1204183,1211927
45-49,1075955,1088157
50-54,970577,1016280
55-59,1093261,1160368
60-64,988582,1091885
65-69,828274,975511
70-74,546347,759834
75-79,410170,639858
80-84,251619,450149
85-89,106605,229575
90-94,26762,68832
95-99,4114,13215
100+,461,1648
