Age,M,F
0-4,1654050,1573951
5-9,1641413,1565987
10-14,1521608,1462664
15-19,1344084,1315466
20-24,1290183,1246218
25-29,1096256,1111263
30-34,1012488,1042373
35-39,1182572,1210580
40-44,1126339,1162600
45-49,1036095,1078684
50-54,791274,906882
55-59,758278,889979
60-64,691569,815650
65-69,558729,711232
70-74,373723,517333
75-79,229286,354484
80-84,121430,218458
85-89,43509,90644
90-94,10448,27450
95-99,1474,5303
100+,100,498
