Age,M,F
0-4,598212,559808
5-9,632823,592487
10-14,666286,624026
15-19,689516,646990
20-24,710721,669328
25-29,734329,693887
30-34,767865,726909
35-39,825157,781474
40-44,898675,851455
45-49,951545,902700
50-54,963574,917340
55-59,950621,911485
60-64,936783,909005
65-69,943809,932950
70-74,1019063,1031458
75-79,1125718,1168754
80-84,1125485,1233715
85-89,892436,1088722
90-94,548576,824219
95-99,214856,439053
100+,40105,113547
