Age,M,F
0-4,882052,826460
5-9,885288,830943
10-14,914620,862319
15-19,1032925,977999
20-24,1219939,1151253
25-29,1354016,1276948
30-34,1316266,1241082
35-39,1284187,1231191
40-44,1337420,1308733
45-49,1406467,1414196
50-54,1615108,1647003
55-59,1912695,1929395
60-64,1855559,1890725
65-69,1667192,1774304
70-74,1440054,1625068
75-79,1141888,1384410
80-84,796241,1067219
85-89,510007,795713
90-94,215344,408084
95-99,48255,121532
100+,6962,22536
