,Age,Count,Gender
0,100+,384,Female
1,100+,-85,Male
2,99,3985,Female
3,99,-1194,Male
4,94,18875,Female
5,94,-6992,Male
6,89,65644,Female
7,89,-29872,Male
8,84,161808,Female
9,84,-89860,Male
10,79,266195,Female
11,79,-178291,Male
12,74,412837,Female
13,74,-300582,Male
14,69,542279,Female
15,69,-412220,Male
16,64,658721,Female
17,64,-536631,Male
18,59,794855,Female
19,59,-689139,Male
20,54,863865,Female
21,54,-782984,Male
22,49,941180,Female
23,49,-821459,Male
24,44,946730,Female
25,44,-834536,Male
26,39,1118145,Female
27,39,-1069463,Male
28,34,1193958,Female
29,34,-1154693,Male
30,29,1265042,Female
31,29,-1222223,Male
32,24,1102438,Female
33,24,-1150357,Male
34,19,1204029,Female
35,19,-1228470,Male
36,14,1314243,Female
37,14,-1374218,Male
38,9,1314656,Female
39,9,-1371195,Male
40,4,1455547,Female
41,4,-1515698,Male
