,Age,Count,Gender
0,100+,22457,Female
1,100+,-7173,Male
2,99,156406,Female
3,99,-65700,Male
4,94,489760,Female
5,94,-262688,Male
6,89,861798,Female
7,89,-566079,Male
8,84,1264381,Female
9,84,-957684,Male
10,79,1558162,Female
11,79,-1306549,Male
12,74,1732367,Female
13,74,-1566700,Male
14,69,1860450,Female
15,69,-1778980,Male
16,64,1907034,Female
17,64,-1858638,Male
18,59,1635023,Female
19,59,-1587178,Male
20,54,1409710,Female
21,54,-1394824,Male
22,49,1309424,Female
23,49,-1335150,Male
24,44,1236206,Female
25,44,-1287776,Male
26,39,1250708,Female
27,39,-1324701,Male
28,34,1291896,Female
29,34,-1367497,Male
30,29,1170469,Female
31,29,-1237306,Male
32,24,994857,Female
33,24,-1047880,Male
34,19,869306,Female
35,19,-920733,Male
36,14,833008,Female
37,14,-887226,Male
38,9,830005,Female
39,9,-885510,Male
40,4,831008,Female
41,4,-887462,Male
