,Age,Count,Gender
0,100+,75679,Female
1,100+,-26600,Male
2,99,400836,Female
3,99,-185347,Male
4,94,993815,Female
5,94,-603753,Male
6,89,1471773,Female
7,89,-1072903,Male
8,84,1453812,Female
9,84,-1175750,Male
10,79,1323537,Female
11,79,-1165964,Male
12,74,1259562,Female
13,74,-1189591,Male
14,69,1209471,Female
15,69,-1200138,Male
16,64,1241895,Female
17,64,-1277050,Male
18,59,1301874,Female
19,59,-1354883,Male
20,54,1202170,Female
21,54,-1257866,Male
22,49,1048017,Female
23,49,-1094796,Male
24,44,937336,Female
25,44,-983227,Male
26,39,902170,Female
27,39,-950906,Male
28,34,891068,Female
29,34,-941581,Male
30,29,880301,Female
31,29,-932552,Male
32,24,847088,Female
33,24,-900079,Male
34,19,782161,Female
35,19,-833753,Male
36,14,711463,Female
37,14,-759701,Male
38,9,665218,Female
39,9,-710446,Male
40,4,644072,Female
41,4,-688218,Male
