,Age,Count,Gender
0,100+,1930,Female
1,100+,-500,Male
2,99,18170,Female
3,99,-5791,Male
4,94,101436,Female
5,94,-39068,Male
6,89,283169,Female
7,89,-133346,Male
8,84,511873,Female
9,84,-279879,Male
10,79,666458,Female
11,79,-429166,Male
12,74,911050,Female
13,74,-716323,Male
14,69,1054732,Female
15,69,-907841,Male
16,64,1141793,Female
17,64,-1043888,Male
18,59,1009384,Female
19,59,-946122,Male
20,54,1089229,Female
21,54,-1063913,Male
22,49,1219228,Female
23,49,-1202020,Male
24,44,1252694,Female
25,44,-1251645,Male
26,39,1430289,Female
27,39,-1433310,Male
28,34,1558521,Female
29,34,-1582462,Male
30,29,1617044,Female
31,29,-1672130,Male
32,24,1657494,Female
33,24,-1734624,Male
34,19,1584526,Female
35,19,-1663284,Male
36,14,1254426,Female
37,14,-1320525,Male
38,9,1020395,Female
39,9,-1076706,Male
40,4,934685,Female
41,4,-993493,Male
