,Age,Count,Gender
0,100+,14415,Female
1,100+,-3844,Male
2,99,104629,Female
3,99,-38275,Male
4,94,354102,Female
5,94,-170026,Male
6,89,580854,Female
7,89,-345163,Male
8,84,868610,Female
9,84,-626332,Male
10,79,1121825,Female
11,79,-900347,Male
12,74,1244480,Female
13,74,-1081780,Male
14,69,1494972,Female
15,69,-1365858,Male
16,64,1702273,Female
17,64,-1617788,Male
18,59,1831629,Female
19,59,-1802560,Male
20,54,1932034,Female
21,54,-1951549,Male
22,49,1954411,Female
23,49,-1969631,Male
24,44,1654877,Female
25,44,-1635750,Male
26,39,1410008,Female
27,39,-1407202,Male
28,34,1294791,Female
29,34,-1326395,Male
30,29,1206874,Female
31,29,-1262628,Male
32,24,1207144,Female
33,24,-1285893,Male
34,19,1241227,Female
35,19,-1322483,Male
36,14,1127678,Female
37,14,-1199373,Male
38,9,969086,Female
39,9,-1025068,Male
40,4,856808,Female
41,4,-909339,Male
