,Age,Count,Gender
0,100+,2609,Female
1,100+,-682,Male
2,99,27702,Female
3,99,-8546,Male
4,94,128949,Female
5,94,-49270,Male
6,89,333208,Female
7,89,-151152,Male
8,84,542338,Female
9,84,-296252,Male
10,79,811585,Female
11,79,-572751,Male
12,74,997943,Female
13,74,-799677,Male
14,69,1113803,Female
15,69,-974283,Male
16,64,998885,Female
17,64,-909785,Male
18,59,1089441,Female
19,59,-1044435,Male
20,54,1226615,Female
21,54,-1195168,Male
22,49,1268385,Female
23,49,-1259244,Male
24,44,1462694,Female
25,44,-1458078,Male
26,39,1601641,Female
27,39,-1616692,Male
28,34,1656297,Female
29,34,-1705064,Male
30,29,1695802,Female
31,29,-1773119,Male
32,24,1633283,Female
33,24,-1713695,Male
34,19,1285908,Female
35,19,-1352973,Male
36,14,1049997,Female
37,14,-1108527,Male
38,9,952609,Female
39,9,-1007544,Male
40,4,905860,Female
41,4,-959150,Male
