Age,M,F
0-4,1368552,1310444
5-9,1463836,1400747
10-14,1586062,1509104
15-19,1627085,1538228
20-24,1454028,1447426
25-29,1310491,1430180
30-34,1367345,1571352
35-39,1492534,1724910
40-44,1599772,1842344
45-49,1662668,1900064
50-54,1667870,1909151
55-59,1658889,1909677
60-64,1631871,1901845
65-69,1591882,1886305
70-74,1624772,1953450
75-79,1646311,2022027
80-84,1501067,1938801
85-89,1239903,1740458
90-94,834401,1348777
95-99,344128,717206
100+,72529,217279
