Age,M,F
0-4,1937256,1847045
5-9,1904388,1819027
10-14,2168404,2058224
15-19,2166667,2077112
20-24,2138016,2110575
25-29,2096808,2092793
30-34,2153430,2117511
35-39,2173852,2095989
40-44,1510692,1449495
45-49,1489238,1468498
50-54,1549994,1582331
55-59,1474480,1577682
60-64,1352499,1554857
65-69,720321,889248
70-74,848935,1185147
75-79,640337,1044962
80-84,367961,739858
85-89,137582,377334
90-94,31603,125689
95-99,4997,24494
100+,408,2352
