Age,M,F
0-4,1673398,1605814
5-9,1834702,1756129
10-14,2037684,1943390
15-19,2038329,1940425
20-24,1836822,1807866
25-29,1726177,1775844
30-34,1786338,1883583
35-39,1941993,2070349
40-44,2002970,2119357
45-49,1958159,2020047
50-54,2117086,2168182
55-59,2031735,2119987
60-64,1954928,2105456
65-69,1778800,2004742
70-74,1636600,1924530
75-79,1431254,1763785
80-84,787393,1072038
85-89,504186,833126
90-94,227256,511773
95-99,54012,180261
100+,5842,31025
