Age,M,F
0-4,1772381,1698600
5-9,1970914,1886994
10-14,2040355,1948391
15-19,2007413,1902727
20-24,1843920,1787819
25-29,1742947,1773134
30-34,1880288,1979847
35-39,1976215,2079161
40-44,1966459,2024125
45-49,2148368,2185770
50-54,2074897,2139058
55-59,2024882,2136450
60-64,1882189,2059775
65-69,1776490,1998339
70-74,1622660,1883158
75-79,979534,1216944
80-84,747137,1073991
85-89,478132,865621
90-94,194004,482181
95-99,43820,163357
100+,3166,18429
