Age,M,F
0-4,1344526,1287916
5-9,1432090,1370456
10-14,1546717,1471799
15-19,1594523,1507199
20-24,1435485,1429754
25-29,1304055,1423838
30-34,1357913,1561986
35-39,1454163,1688113
40-44,1539152,1783956
45-49,1609674,1848760
50-54,1656091,1896850
55-59,1662589,1911634
60-64,1644541,1911366
65-69,1601414,1889508
70-74,1551090,1876025
75-79,1565428,1927665
80-84,1534313,1961169
85-89,1288910,1799016
90-94,860243,1409393
95-99,376397,786191
100+,78589,235931
