Age,M,F
0-4,1328105,1272113
5-9,1408088,1347948
10-14,1514987,1441522
15-19,1555220,1469919
20-24,1403030,1398768
25-29,1285634,1406216
30-34,1351606,1555710
35-39,1444922,1678859
40-44,1501153,1747381
45-49,1549776,1790813
50-54,1604251,1846272
55-59,1652255,1900310
60-64,1650274,1914685
65-69,1616717,1900788
70-74,1564191,1881640
75-79,1499947,1855053
80-84,1467203,1876259
85-89,1331725,1834779
90-94,915254,1485372
95-99,398176,845269
100+,89353,270118
